Align,Alive,date corrigé,EYE,First Appearance,GSM,Hair,ID,Name,SEX,Today,Universe,DC,Marvel,Number of Records,Time of existence,Total number of appearances
Good Characters,Living Characters,Jun-1994,Green Eyes,01-06-1994,,No Hair,Secret Identity,Toxin (Underground Legion) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Jan-1994,,01-01-1994,,Black Hair,Public Identity,Trenton Sanders (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Feb-1994,Red Eyes,01-02-1994,,Brown Hair,Secret Identity,Vlad Dracula (Bloodstorm One) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Nov-1994,,01-11-1994,,Bald,Secret Identity,Volkvhy (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Good Characters,Living Characters,Jun-1994,,01-06-1994,,Brown Hair,Public Identity,William Amos (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Living Characters,Aug-1994,,01-08-1994,,No Hair,,Zalkor (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,27,3
Bad Characters,Deceased Characters,Sep-1995,,01-09-1995,,,,Broker (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Good Characters,Living Characters,Sep-1995,,01-09-1995,,,,Comus (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Living Characters,Dec-1995,,01-12-1995,,Grey Hair,,Conrad Eisenstadt (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Living Characters,Jun-1995,,01-06-1995,,Black Hair,Secret Identity,Daniel Brantson (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Deceased Characters,Apr-1995,,01-04-1995,,Blond Hair,Secret Identity,DuPrey (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Deceased Characters,Jan-1995,Hazel Eyes,01-01-1995,,White Hair,Secret Identity,Elias Flynn (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Living Characters,Jun-1995,White Eyes,01-06-1995,,Black Hair,Secret Identity,Fred Mercury (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
,Living Characters,Sep-1995,,01-09-1995,,,Secret Identity,Gavel (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Good Characters,Living Characters,Feb-1995,,01-02-1995,,,,Harkort (Earth-616),,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Living Characters,Jul-1995,Green Eyes,01-07-1995,,Black Hair,Public Identity,Hokk Algol (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Living Characters,Feb-1995,,01-02-1995,,,Secret Identity,Honcho (Hostiles) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
,Deceased Characters,Sep-1995,,01-09-1995,,Black Hair,Secret Identity,Kerth (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Living Characters,Oct-1995,,01-10-1995,,Black Hair,Secret Identity,Kyi (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Deceased Characters,Mar-1995,Brown Eyes,01-03-1995,,Black Hair,Secret Identity,Laslo Magzel (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Living Characters,Apr-1995,,01-04-1995,,Blond Hair,Secret Identity,Melanie Kraus (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,26,3
Neutral Characters,Deceased Characters,Jun-1995,,01-06-1995,,,Public Identity,Monica Warren (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,26,3
,Living Characters,Mar-1995,,01-03-1995,,,Public Identity,Muraitak (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Deceased Characters,May-1995,,01-05-1995,,Brown Hair,Secret Identity,Orlando Briggs (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Living Characters,Jun-1995,,01-06-1995,,,,Pascal Guacana (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Deceased Characters,Mar-1995,Hazel Eyes,01-03-1995,,Brown Hair,Secret Identity,Peter Parker (Guardian) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
,Living Characters,Aug-1995,,01-08-1995,,Red Hair,Public Identity,Rick Barron (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
,Deceased Characters,Apr-1995,,01-04-1995,,White Hair,Public Identity,Shockett (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Neutral Characters,Living Characters,Jan-1995,,01-01-1995,,,Secret Identity,Singer (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,26,3
Good Characters,Deceased Characters,Sep-1995,Blue Eyes,01-09-1995,,Blond Hair,Public Identity,Skye (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Living Characters,Feb-1995,Orange Eyes,01-02-1995,,No Hair,Secret Identity,Slorioth (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
,Living Characters,Dec-1995,,01-12-1995,,Brown Hair,Public Identity,Stephanie Briggs (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,26,3
Bad Characters,Living Characters,Feb-1995,,01-02-1995,,Grey Hair,,Threadgold (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
,Living Characters,Aug-1995,Blue Eyes,01-08-1995,,Blond Hair,Public Identity,Toni Moore (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,26,3
Good Characters,Living Characters,Nov-1995,,01-11-1995,,Blond Hair,,Warren Curzon (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Good Characters,Living Characters,Jan-1995,,01-01-1995,,Brown Hair,No Dual Identity,Wilfred Maxwell (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Good Characters,Living Characters,Mar-1995,Brown Eyes,01-03-1995,,Black Hair,Secret Identity,Willie Walkaway (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,26,3
Good Characters,Deceased Characters,Nov-1996,,01-11-1996,,Grey Hair,No Dual Identity,Abraham Wilson (Heroes Reborn) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Living Characters,Nov-1996,,01-11-1996,,,Secret Identity,Adam Fisher (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Good Characters,Living Characters,May-1996,,01-05-1996,,,Secret Identity,Afterlife (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Good Characters,Living Characters,Nov-1996,Blue Eyes,01-11-1996,,Blond Hair,Secret Identity,Ahmbra (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Living Characters,Nov-1996,,01-11-1996,,Black Hair,,Akatora (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Good Characters,Living Characters,Nov-1996,,01-11-1996,,Grey Hair,Secret Identity,Bheton (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Good Characters,Living Characters,Nov-1996,,01-11-1996,,Brown Hair,Secret Identity,Dandre (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
,Deceased Characters,Aug-1996,Black Eyes,01-08-1996,,Brown Hair,,Daniel Edge (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Good Characters,Living Characters,Sep-1996,,01-09-1996,,,,Dante Kale (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
,Living Characters,Jan-1996,,01-01-1996,,,Public Identity,Earl (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Deceased Characters,Nov-1996,,01-11-1996,,,Secret Identity,Effex (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Deceased Characters,Dec-1996,,01-12-1996,,,,Giganto (Heroes Reborn) (Earth-616),,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Living Characters,Aug-1996,,01-08-1996,,Black Hair,Public Identity,Gordon Savinski (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Good Characters,Living Characters,Oct-1996,,01-10-1996,,Grey Hair,Secret Identity,Gracie Gamble (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Living Characters,Jan-1996,,01-01-1996,,Red Hair,,Greg Herndon (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Living Characters,Nov-1996,,01-11-1996,,Black Hair,,Harvey Elder (Heroes Reborn) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Living Characters,Oct-1996,Black Eyes,01-10-1996,,Blond Hair,Public Identity,Jack Cole (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Deceased Characters,Sep-1996,,01-09-1996,,Blond Hair,,John Gideon (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Living Characters,Aug-1996,,01-08-1996,,Brown Hair,,John Quartermaster (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Living Characters,Feb-1996,Brown Eyes,01-02-1996,,Black Hair,,Kimora (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Deceased Characters,Dec-1996,,01-12-1996,,,,Krang (Heroes Reborn) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Living Characters,Apr-1996,,01-04-1996,,Bald,,Lee Franks (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Living Characters,May-1996,,01-05-1996,,Black Hair,Secret Identity,Loki Laufeyson (LMD) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Good Characters,Living Characters,Oct-1996,,01-10-1996,,Black Hair,Public Identity,Magdelena Kale (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,25,3
Neutral Characters,Living Characters,Dec-1996,,01-12-1996,,Black Hair,Public Identity,Namor McKenzie (Heroes Reborn) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Deceased Characters,Jul-1996,Black Eyes,01-07-1996,,Black Hair,,Oscar Stamp (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Deceased Characters,Feb-1996,,01-02-1996,,Red Hair,Secret Identity,Oswald Boeglin (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
,Living Characters,Sep-1996,,01-09-1996,,Auburn Hair,Public Identity,Robyn Hanover (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,25,3
Neutral Characters,Deceased Characters,Dec-1996,,01-12-1996,,,Secret Identity,Scarlet Spider (Asian) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Good Characters,Living Characters,Nov-1996,,01-11-1996,,Blond Hair,Public Identity,Sharon Carter (Heroes Reborn) (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,25,3
,Living Characters,Nov-1996,,01-11-1996,,Black Hair,Secret Identity,Shirohana (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Living Characters,Nov-1996,Red Eyes,01-11-1996,,Blond Hair,Secret Identity,Victor Ludwig (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Neutral Characters,Living Characters,Oct-1996,Black Eyes,01-10-1996,,Black Hair,Secret Identity,Watts (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,25,3
Good Characters,Living Characters,Nov-1996,Blue Eyes,01-11-1996,,Blond Hair,Secret Identity,Zenna (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Living Characters,Jan-1996,,01-01-1996,,White Hair,Public Identity,Zey-Rogg (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,25,3
Bad Characters,Deceased Characters,Oct-1997,White Eyes,01-10-1997,,White Hair,Secret Identity,American Samurai (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Jun-1997,,01-06-1997,,,,Andreas Kapelos (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Jan-1997,,01-01-1997,,,,Arthur Parks (Heroes Reborn) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
,Living Characters,Sep-1997,,01-09-1997,,,,Beatrice de la Salle (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Oct-1997,,01-10-1997,,No Hair,,Beryllium (Element) (Earth-616),,02-10-2021,Marvel,,1,1,24,3
Good Characters,Living Characters,Jul-1997,,01-07-1997,,Red Hair,No Dual Identity,Blerun (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Deceased Characters,Jul-1997,,01-07-1997,,,Public Identity,Boris Bullski (Heroes Reborn) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Jan-1997,,01-01-1997,,,,Brock Rumlow (Heroes Reborn) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Jun-1997,,01-06-1997,,,,Bruno Horgan (Heroes Reborn) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Sep-1997,,01-09-1997,,No Hair,,Cadmium (Element) (Earth-616),,02-10-2021,Marvel,,1,1,24,3
,Deceased Characters,Oct-1997,,01-10-1997,,,,Cerebrus II (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Jun-1997,,01-06-1997,,,,Chen Lu (Heroes Reborn) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Deceased Characters,Jul-1997,,01-07-1997,,Blond Hair,Secret Identity,Chinook (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Neutral Characters,Deceased Characters,Mar-1997,Blue Eyes,01-03-1997,,Black Hair,Secret Identity,Cole Chase (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Jan-1997,,01-01-1997,,Black Hair,Secret Identity,Corrosion (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Deceased Characters,Nov-1997,,01-11-1997,,Black Hair,,Deng Ling-Xiao (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Good Characters,Living Characters,Feb-1997,Brown Eyes,01-02-1997,,Red Hair,Public Identity,Dimitri Fortunov (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Jan-1997,Yellow Eyes,01-01-1997,,No Hair,Secret Identity,Dismember (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
,Living Characters,Aug-1997,,01-08-1997,,Bald,Secret Identity,Doctor Ogada (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Nov-1997,,01-11-1997,,No Hair,Secret Identity,Doombringer (Earth-616),,02-10-2021,Marvel,,1,1,24,3
,Living Characters,Jul-1997,,01-07-1997,,Blond Hair,Public Identity,Dreldan (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
,Living Characters,Jun-1997,,01-06-1997,,White Hair,Public Identity,Dunleavy (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Good Characters,Living Characters,Sep-1997,Brown Eyes,01-09-1997,,Black Hair,,Edmond Atkinson (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Deceased Characters,Jan-1997,,01-01-1997,,Bald,Secret Identity,El Uno (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Neutral Characters,Living Characters,Dec-1997,,01-12-1997,,,,Ferris (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Apr-1997,,01-04-1997,,Brown Hair,Secret Identity,George Tarleton (Heroes Reborn) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Good Characters,Living Characters,Jul-1997,Green Eyes,01-07-1997,,Black Hair,Public Identity,Gummi (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,24,3
Good Characters,Living Characters,Jul-1997,Blue Eyes,01-07-1997,,Brown Hair,No Dual Identity,Haus (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
,Living Characters,Jun-1997,,01-06-1997,,Brown Hair,Public Identity,Holdsworth (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Sep-1997,,01-09-1997,,No Hair,,Iron (Element) (Earth-616),,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Dec-1997,,01-12-1997,,Grey Hair,,Jonas Mueller (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Neutral Characters,Deceased Characters,Feb-1997,,01-02-1997,,,Secret Identity,Judith Jacobs (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,24,3
Neutral Characters,Deceased Characters,Mar-1997,,01-03-1997,,Red Hair,Secret Identity,Justine Chase (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Jun-1997,,01-06-1997,,,,Kostya Yesenofsky (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Deceased Characters,Mar-1997,,01-03-1997,,Bald,Public Identity,Mandarin (Heroes Reborn) (Earth-616),,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Deceased Characters,Jun-1997,,01-06-1997,,,,Nathan Garrett (Heroes Reborn) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Neutral Characters,Living Characters,Jul-1997,,01-07-1997,,,,Pastor Kale (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
,Living Characters,Dec-1997,,01-12-1997,,,,Rigby Fallon (Earth-616),,02-10-2021,Marvel,,1,1,24,3
Good Characters,Living Characters,Aug-1997,,01-08-1997,,Blond Hair,Public Identity,Robin Vega (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,24,3
Good Characters,Deceased Characters,Jul-1997,Brown Eyes,01-07-1997,,Brown Hair,Public Identity,Sabu (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Aug-1997,,01-08-1997,,,Secret Identity,Scorpio (Ecliptic) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Jun-1997,,01-06-1997,,,,Sergei Yesenofsky (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,May-1997,,01-05-1997,,,Secret Identity,Simon Williams (Heroes Reborn) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Sep-1997,,01-09-1997,,Bald,Secret Identity,Sybil (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Living Characters,Aug-1997,,01-08-1997,,,,Taurus (Ecliptic) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,24,3
Good Characters,Living Characters,Jul-1997,Blue Eyes,01-07-1997,,Blond Hair,Public Identity,Vessila (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,24,3
,Living Characters,Jun-1997,Brown Eyes,01-06-1997,,Blond Hair,No Dual Identity,Vivian Raintree (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,24,3
Bad Characters,Deceased Characters,Oct-1998,Green Eyes,01-10-1998,,Red Hair,Secret Identity,Addison Falk (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
Bad Characters,Living Characters,Nov-1998,,01-11-1998,,,Secret Identity,Argos (Deviant) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
,Deceased Characters,Aug-1998,,01-08-1998,,,,Basil Kilgrew (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
,Living Characters,Sep-1998,,01-09-1998,,,Secret Identity,Benedicto de Vica Severtes (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
Bad Characters,Deceased Characters,Oct-1998,,01-10-1998,,Black Hair,Secret Identity,Cristal Lemieux (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,23,3
Bad Characters,Deceased Characters,Oct-1998,,01-10-1998,,,Secret Identity,Daniel Dash (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
Bad Characters,Living Characters,Sep-1998,,01-09-1998,,,Secret Identity,Dargil (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
Bad Characters,Living Characters,May-1998,,01-05-1998,,Bald,Public Identity,Dexam (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
Bad Characters,Living Characters,Jan-1998,Blue Eyes,01-01-1998,,,Secret Identity,Exalt (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
,Deceased Characters,Nov-1998,Blue Eyes,01-11-1998,,Black Hair,Public Identity,Gwyneth (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,23,3
,Deceased Characters,Mar-1998,Black Eyes,01-03-1998,,Black Hair,Public Identity,Harpagus (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
,Living Characters,May-1998,Black Eyes,01-05-1998,,Black Hair,Public Identity,Hazram Chaliz (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
,Deceased Characters,Mar-1998,Blue Eyes,01-03-1998,,Red Hair,Public Identity,Helliana (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,23,3
,Living Characters,Mar-1998,,01-03-1998,,,Public Identity,Isobel Aguirre (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,23,3
Bad Characters,Deceased Characters,Oct-1998,Blue Eyes,01-10-1998,,Blond Hair,Secret Identity,Lee Broder (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
Good Characters,Living Characters,Jul-1998,,01-07-1998,,Brown Hair,Secret Identity,Malik Shippinsky (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
Good Characters,Living Characters,Jan-1998,Black Eyes,01-01-1998,,Brown Hair,Public Identity,Marcus Arlington III (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,23,3
Neutral Characters,Living Characters,Nov-1998,,01-11-1998,,,Public Identity,Mary Purcell (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,23,3
Bad Characters,Deceased Characters,Oct-1998,Red Eyes,01-10-1998,,Red Hair,Secret Identity,Rapture (Sister Joy) (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,23,3
